Player ID,Season ID,Experience
101127,2018-19,13
101127,2017-18,13
101127,2016-17,12
101127,2015-16,11
101133,2023-24,12
101133,2022-23,12
101133,2021-22,12
101133,2020-21,12
101133,2019-20,12
101133,2018-19,11
101133,2017-18,10
101133,2016-17,9
101133,2015-16,8
101135,2023-24,12
101135,2022-23,12
101135,2021-22,12
101135,2020-21,12
101135,2019-20,12
101135,2018-19,12
101135,2017-18,12
101135,2016-17,12
101135,2015-16,11
101138,2023-24,12
101138,2022-23,12
101138,2021-22,12
101138,2020-21,12
101138,2019-20,12
101138,2018-19,12
101138,2017-18,12
101138,2016-17,12
101138,2015-16,11
101139,2023-24,16
101139,2022-23,16
101139,2021-22,16
101139,2020-21,15
101139,2019-20,15
101139,2018-19,14
101139,2017-18,13
101139,2016-17,12
101139,2015-16,11
101141,2023-24,13
101141,2022-23,13
101141,2021-22,13
101141,2020-21,13
101141,2019-20,12
